,text
726,"🎫🚨🥊 Sound the alarm, because we're giving away a pair of tickets to Buds and Brawls! High-level amateur fighters and canna industry match-ups step into the ring for pride, experience, and credit. Come watch these warriors settle it all in the ring. Comment below to enter. Winner will be selected at RANDOM Tuesday afternoon."
727,"Governor Tony Evers ran on a promise to legalize medical marijuana and to put recreational marijuana to vote through a statewide referendum. Clearly, this didn’t work out quite as he had hoped."
728,Massachusetts men among arrests in Rhode Island underage sex solicitation sting http://bhne.ws/igorH94
729,Tampa Bay's Most Iconic Restaurants Live Q&A With Tampa Bay Times Food Critic Helen Freund and Editor Michelle Stark Multistreaming with https://restream.io/ Join us for a live Q&A session with Tampa Bay Times Food Critic Helen Freund and Editor Michelle Stark as they chat about the Most Iconic Tampa Bay Restaurants.
730,"The folks at Villa Italian, with locations in San Jose, Milpitas, Livermore, Daly City and San Francisco, may be delusional. 😂"
731,A Standardsville man was killed as the result of a car crash on U.S. 29 Wednesday.
732,"As of today, B-cycle members will have to find other ways to get around."
733,"Refocusing a debate on war and peace in the midst of the Senate impeachment trial, the Democratic-controlled House on Thursday approved measures reasserting congressional authority over war powers."
734,"The folks at Villa Italian, with locations in San Jose, Milpitas, Livermore, Daly City and San Francisco, may be delusional. 😂"
735,"BREAKING: A woman who was 38 weeks pregnant was killed in a Kenner crash, and road rage was a factor, police say."
736,"“Star Wars: A New Hope,” the original blockbuster that engendered a film franchise that has enchanted generations of movie lovers, comes to the Blaisdell Concert Hall for three screenings this weekend."
737,"The sale runs until everything is sold and will be open from 10 a.m. to 5 p.m. all week except Sunday, when it opens at noon."
738,"Unemployment was down slightly on the #NorthOlympicPeninsula in December, state officials said. #ClallamCounty #JeffersonCounty #OlympicPeninsula"
739,"This week's flower review is Gelato #33, grown by GrOKC and acquired from Great Barrier Reefer Medical Dispensary."
740,"NorthPark Center officials, in conjunction with the Crow Museum of Asian Art of the University of Texas at Dallas, made the announcement in a joint statement issued on Thursday."
741,🤠
742,"Their original idea was ""just to sing."" Now the world is listening."
743,"An enlightening interview with New Pornographer A.C. Newman, complete with Rolling Stone memories, avoiding studio madness, and doing a house show in a literal clown room."
744,How well do you know the The Good Place? Test your knowledge before the series finale tonight.
745,"The new Mardi Gras rules could impact... 💃 Number of marching, dancing groups ♻ Krewes throwing plastic bags 🎉 When people can set up"
746,"SA-based dream pop singer Chrysta Bell, who played agent Tammy Preston in the third season of Twin Peaks, will round out the bill."
747,UPDATE | The U.S. attorney’s office mentioned five incidents involving recording devices in hotel rooms during the Madison East High school teacher’s initial court appearance.
748,"Essex High School senior baseball player Cory Giannelli put the pen to the paper Jan. 28 as he inked his celebratory signing letter for Clark University in Worcester, Mass."
749,"Dominican national accused of selling fentanyl, cocaine that led to fatal overdose indicted http://bhne.ws/q1pGWGe"
750,"A House bill that would protect freedom of speech for student journalists has moved out of subcommittee. The legislation would apply to middle and high school students, as well as college student journalists."
751,The offer is good at all participating Denny’s restaurants from 11 a.m. to 10 p.m.
752,The DSQUARED2 brothers are celebrating the Super Bowl's arrival in Miami with two limited-edition capsule collections.
753,It's getting hot (and spicy) in here! Snowdown's hot wing competition is gearing up at the Animas City Theatre. The record last year was 29 rounds of heat. Check it out!
754,"In ""Atlantics,"" two lovers in Dakar are separated by fate, but paranormal events seem to intervene. The film is definitely about issues, including immigration, but it’s also a waking dream of a movie, mysterious and hypnotic."
755,"""She was deceitful in order to bolster or inflate her education credentials to benefit her position in society"" Florida Commission on Ethics Advocate finds probable cause against Temple Terrace Mayor Mel Jurado."
756,E-poll for 1-30: Do you have any food allergies?
757,"The always humble, honest and witty Lovett expressed his gratitude to the audience members who filled every possible seat for his second performance several times throughout the nearly two-and-a-half-hour show full of clever and engaging stories and anecdotes."
758,"'Bow Wow Film Fest,' 'Color Out of Space,' 'Fruitvale Station', and 'Hearts Road' all wrap up Thursday night."
759,Trombonist Lucien Barbarin toured for decades with the Preservation Hall Jazz Band and Harry Connick Jr. He died of cancer this week at the age of 63. 🎵☁
760,A Philippine religious group with ties to Hawaii today denied allegations by American law enforcement agents that it was involved in a scheme to trick followers into becoming fundraisers and arrange sham marriages to keep them in the United States.
761,"The Meadows Museum will award a $2,500 grant to an 'active community advocate for the visual arts.'"
762,"The All-Star guard’s injury is to the same ankle he sprained in December, when he missed four games."
763,"The Federal Communications Commission has proposed a nearly $13 million fine against Scott D. Rhodes, a Nazi sympathizer who has plagued communities with racist, anti-Semitic robocalls while living in Sandpoint, Idaho, and Libby, Montana."
764,Friends of Dennis Wilson has teamed up with Obelisk and Dizzy Hotel for the band's vinyl release show.
765,"Our guy Jose is OK, just a little shaken up."
766,Three cheers to the end of dry January.
767,"An exhibit full of art of dogs, not by dogs, at John Natsoulas Gallery"
768,VIDEO: Highway 231 near Chewelah down to one lane following a section of the road giving out due to the wet weather and warmer temps. Here’s a live look courtesy of KHQ Local News.
769,"Jennifer Lopez and Shakira said their Super Bowl halftime show will pay homage to Latino culture, promising a joint performance that has an empowering message and also one that will remember NBA icon Kobe Bryant."
770,A unique tribute to Kobe Bryant has been created in a Pleasanton baseball field. NewGroundTechnology made this 115 feet tall by 92 feet wide image of the late basketball great by blowing air to bend blades of grass. The image will last about two days and can only be seen from above. https://bayareane.ws/2ObVPkI Photo: NewGroundTechnology
771,A unique tribute to Kobe Bryant has been created in a Pleasanton baseball field. NewGroundTechnology made this 115 feet tall by 92 feet wide image of the late basketball great by blowing air to bend blades of grass. The image will last about two days and can only be seen from above. https://bayareane.ws/2UcP6uy Photo: NewGroundTechnology
772,Jeremy Christian's trial isn't just a reminder of his 2017 MAX attack - it's a reminder that his ideology was enabled by Portland's quiet (but not uncommon) tolerance for racism.
773,"It's the classic millennial sex pickle. You know the one: a woman enjoys dick and yet is repelled by heterosexuality. What to do, what to do?"
774,Sarah Ruhl’s play advances a new approach to monogamy in the 21st century. https://sfwk.ly/2GnbuJs?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com
775,"Lawyers for a woman who accuses President Donald J Trump of raping her in the 1990s are asking for a DNA sample, seeking to determine whether his genetic material is on a dress she says she wore during the encounter."
776,#PROMO Beer + Trivia = Best Night Ever. Come join us for our first-ever Trivia Night Against the Newsroom. We will be challenging our readers in Bay Area trivia against our journalists. Register for free and be one of the first 50 people to show and get a free beer!
777,Boalt Hall is now The Law Building. The name change was sparked after a Berkeley lecturer found John Henry Boalt helped fuel anti-Chinese racism in the country in a 1877.
778,"The intersection of Josh Wilson and Farm to Market roads, the scene of a fatal collision in January 2018, will get a roundabout to make it safer."
779,"This week's cover: The New Arizona Food Culture Chefs, foragers, millers, brewers, and palo verde pod-pickers are driving the ancient and novel cuisines of Arizona. Grab a copy at a newsstand, or, read online: http://bit.ly/2UduT7R"
780,Wanted by the FBI: Chinese national accused of doing research at Boston University under Chinese army orders http://bhne.ws/oOSfjCQ
781,"As the controversy erupted, Cisneros remained silent. That is, until Wednesday."
782,"The spotlight on brain injuries suffered by American troops in Iraq this month is an example of America’s episodic attention to this invisible war wound, which has affected hundreds of thousands over the past two decades but is not yet fully understood."
783,#PROMO Beer + Trivia = Best Night Ever. Come join us for our first-ever Trivia Night Against the Newsroom. We will be challenging our readers in Bay Area trivia against our journalists. Register for free and be one of the first 50 people to show and get a free beer!
784,"From 2015-2018, Black and Hispanic drivers were stopped and arrested by the APD at rates greater than their share of the city’s population."
785,"Congratulations to Lynn Gurchik and Ian Donahue, two talented Warwick students who won scholarships for their mechanical prowess and will represent Rhode Island in the national competition in New York later this spring."
786,Pam Bondi's performance today was anything but unimpeachable.
787,"Registration is now open for the Sequim Sunshine Festival Sun Fun Color Run, scheduled for March 7. The fee for the 5K, set to begin at 10 a.m., is $25. The fee for the 1K, which will start at 10:15 a.m., is $10. Fees will increase Saturday, organizers said. #ClallamCounty #Sequim #colorrun Visit Sunny Sequim"
788,"A heavy metal group, arena jam band and blues vocalist walk into a city... This is no joke, just New Orleans' live music lineup for the coming days 🎸"
789,Police said a Volkswagen sedan operated by a 25-year-old man was traveling northbound on Kealahou Street when it veered into the opposite lane and collided head-on with a Ford MPVH.
790,"Currently, those convicted of animal cruelty face little chance of jail time due to sentencing reforms in Ohio. Some animal advocates are trying to change that."
791,Health officials confirmed Thursday that the first U.S. case of person-to-person transmission of coronavirus has occurred between a Chicago woman who's hospitalized in Hoffman Estates and her husband.
792,Don’t confuse exhaustion with lack of political might https://sfex.news/2O2ukd9?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com
793,"“The building was built in 1957. Basically, it was a condemned building when we bought it. It used to be a service station. The cars were taken through here into that back room to get worked on."" — Bill Craig, Rodeo City Bar-B-Q"
794,WORLD NEWS VIA AP: The World Health Organization declared the outbreak sparked by a new virus in China that has spread to more than a dozen countries as a global emergency Thursday after the number of cases spiked more than tenfold in a week.
795,The project would bring affordable housing to a city that desperately needs it. But first officials have to make sure there are no bodies buried.
796,"After vulnerable testimonies from community members, many sharing personal mental health struggles and efforts to successfully treat their symptoms, Santa Cruz City Council decided to decriminalize magic mushrooms."
797,"32-year-old Arizona suspect accused of burglary, public indecency for soaking at motel."
798,"Dear Stoner: Everyone loves terpenes, and I get it: Tasting like berries is cool. But are they necessarily safe to consume at such high levels?"
799,"Born and raised on Maui, Mizukami has more than two decades of restaurant experience, including 10 years as sous-chef at Thomas Keller’s French Laundry in California. He trained at Spain’s El Bulli, Alinea in Chicago, Per Se in New York City and Restaurant Gordon Ramsay and The Fat Duck in England."
800,"The developers said construction is on track to begin in August, though financing remains a question mark."
801,Student journalists at Mountain View High School are reporting a cyber attack has taken the school offline today. Our phone calls to the school office did not get through.
802,These brands are about giving back to their communities and creating clothing and accessories in an ethical way:
803,"SPONSORED: Just announced! Disturbed is bringing The Sickness 20th Anniversary Tour to White River Amphitheatre on September 12. With Staind & Bad Wolves Tickets on sale this Friday, January 31. Purchase tickets and get more info here: https://concerts1.livenation.com/disturbed-the-sickness-20th-anniversary-tour-auburn-washington-09-12-2020/event/0F005836D8FE4FB3?_ga=2.7602613.680950324.1580148709-1868646269.1580148707"
804,He was 56 and had spent the last three years battling colon cancer.
805,A 29-year-old Metairie man was found fatally shot in the road. A bicycle lay nearby. Now a 20-year-old man has been arrested.
806,"The 25mm gun on Air Force models of the F35 Joint Strike Fighter has “unacceptable” accuracy in hitting ground targets and is mounted in housing that’s cracking, the Pentagon’s test office said in its latest assessment of the costliest U.S. weapons system."
807,BREAKING: Former McCracken jailer Tonya Ray was found guilty of one count of perjury Thursday afternoon. See the full story in tomorrow's paper or online at paducahsun.com.
808,"After vulnerable testimonies from community members, many sharing personal mental health struggles and efforts to successfully treat their symptoms, Santa Cruz City Council decided to decriminalize magic mushrooms."
809,Update: Our website is back up again. And there was much rejoicing.
810,"On Monday, the Centers for Disease Control and Prevention began screening all passengers for the coronavirus at each of the 20 ports of entry with quarantine stations including Miami International Airport. https://www.miaminewtimes.com/news/miami-international-airport-screening-for-coronavirus-ahead-of-super-bowl-2020-11468121"
811,Harvard scientist with alleged ties to Chinese may be released on $1.5M bond http://bhne.ws/IaW8PvP
812,"The spending increase is largely caused by fixed costs such as health care, special education and transportation funding, according to Debra Ford, Mascoma’s business administrator."
813,Police said he told the dentist's office over the phone: 'I ought to come down there and shoot up all you Motherf-----s.”
814,"Enjie Lian, a former computer science student at Edmonds Community College, will perform the lead role in “Wilde Tales” Feb. 8 and 9 at Cornish Playhouse in Seattle."
815,Dress in your best black or white outfit for this museum cocktail party.
816,Good news for bagel lovers in Altamonte Springs: You're getting a Bagel Bruno inside your local Foxtail Coffee.
817,Did you know the average Hawaii resident consumes about 57 pounds of beef a year?
818,"“It’s like a warfare going on,” said Rep. Delores Hogan Johnson, D-Fort Pierce. “But I would like to see public education be given the opportunity to grow along with these choice schools because I know that students, for whatever reason, come out of these schools of choice and go back into public education.”"
819,"Eight years ago, amid a cratered housing market, Oregon voters decided the state shouldn’t impose taxes when real estate changes hands."
820,"The artists at the relaunched Pegasus Tattoo Studios in Oak Cliff arrived naturally at the idea for a feminist collective, which convinced them it was the right move."
821,Bryan Preston Gibbins was booked into the Denton County jail Wednesday and is being held on $4 million bail.
822,Can voters impose a new responsibility on a government that it might not want or be prepared to handle? We could find out if the HereTogether Coalition qualifies its proposed Metro homeless services measure for the November general ballot. https://pamplinmedia.com/pt/9-news/448718-365102-sources-will-legislature-take-reins-on-rose-quarter-project
823,"Now in his fourth year as the Spokane Jewish Cultural Film Festival's director, Neal Schindler wants to ensure that this year's iteration is enriching and welcoming to all attendees, Jewish or not. The films play Thursday, Saturday and Sunday. Check 'em out."
824,"If it's new and unique, it's at Fertile Ground Festival at several Portland venues, Jan. 30-Feb. 9."
825,"The woman behind the cartoons in New York magazine, Roz Chast, speaks at the Voices Lecture Series Feb. 5 at Tiffany Center."
826,Dorothy N. Johnson obituary
827,Police have not identified any suspects.
828,"She said that she would never damage her own career by assaulting someone. ""I'm not an idiot,"" she said. ""I'm an elected official."""
829,"Portland teenager Maxine McCormick is the best in the world at flycasting, and she is a highlight of the upcoming Pacific Northwest Sportsmen's Show at Expo Center."
830,A compelling drama set in a small Irish village at Black Point Theatre
831,"It's free to attend, and it's full of great films. Make plans for the Cascade Festival of African Films."
832,"Ricky Bowman obituary Visitation is from 11 a.m. to 1 p.m. Friday, Jan. 31, at Dunn's Funeral Home in Eddyville. Funeral services is at 1 p.m. Friday, Jan. 31, at Dunn's Funeral Home in Eddyville."
833,"Sir, stoners everywhere salute you."
834,"Photos: Last year, Winter on the Rocks kicked off the 2019 Red Rocks season. this year, the party's back to kick off concerts in 2020."
835,Ruthalees Hadden obituary
836,The Fertile Ground Festival hits full bloom this weekend! Let us be your guide through some of this arts festival's most potent flowers.
837,"“I think it will help to accelerate the return of jobs to North America. Some to U.S., probably some to Mexico as well.”"
838,We were at Howarth Park in Everett with the drone to snap a photo for a future story and captured this nice panorama.
839,"Two of the workers filed a motion to dismiss this week, asking a Broward County judge to toss out the cases against them because they say the state violated due process by destroying voicemails nursing home employees left on the former Governor's cellphone in the days following the storm."
840,Seeking redemption: Gift card holders want answers after tavern’s sudden closure
841,"Our site host is currently experiencing technical difficulties that are impacting our website which means, unfortunately, our site is down right now. We hope to have it up again soon-ish. While thoughts and prayers, snarky comments and suggestions like ""just hit the server with a brick"" are appreciated, our IT manager who's got our server host on speed dial right now might appreciate a frosty beverage."
842,"The new ordinance would help keep renters in their home, even if their building is sold."
843,"“Existing evidence is sparse and findings are inconsistent"" on whether or not masks work to stop the spread of viruses."
844,HPD Sgt. Chris Kim remembers slain officer Tiffany Enriquez. Motorists are being advised of road closures today for the funeral motorcade of Enriquez: http://bit.ly/2GEk5b2 #hinews #hitraffic #staradvertiser
845,Supporters argue block grants provide more flexibility for states and will reduce program costs. But critics point out that block granting allows the federal government to cut Medicaid payments it makes to states each year.
846,Dani Cutler spills about tonight's Sore Eyes and The God Samaritan show at The Trunk Space that will have you simultaneously texting and getting over your ex.
847,"Despite the New Orleans City Council's approval of the bridge, there is still a lawsuit in the courts that could derail the proposal."
848,The Port Townsend Main Street Program presented three awards and announced board members during its annual recognition program. #PortTownsend #JeffersonCounty #JeffCoNews
849,Three flights direct from China land at Logan Airport every day.
850,"The cause of death was “multiple sharp force injuries,” including to her neck, according to officials."
851,Many Spurs fans can admit that the franchise wouldn't be what it is today without Bryant's role as the player we loved to hate in the early 2000s.
852,"If you ask two beekeepers the same question, you’ll get three different answers. At least, this is according to Jeannie and Ralph Perkins—two local beekeepers."
853,"Lara Nguyen’s “My-gra-tion” explores themes of immigration and peace, and champions the underdog. Before creating this commission for Mission Hospital’s North Tower, Nguyen contributed to a mural project in the cancer center parking deck."
854,Snowdown turns bars into racetracks and friends into competitors. Tune in to see the tricycle races at The Balcony Bar and Grill!
855,SVC Basketball: The Skagit Valley College men's basketball team ran its record to 21-0 on Wednesday night.
856,Almost time to hit the town.Temperatures are going to be in the 60s this weekend!
857,"From the bedroom to the trees, local theater is getting squirrely."
858,A 15-year-old Pendleton boy has been accused of raping another boy in 2019 at Camp Touchet in Columbia County.
859,"Home prices in Tampa Bay rose 4.9% in 2019, and 2020 is projected to be just as steep. n an effort to stay under the local median price, here's what we found for $250,000 or less in the Tampa Bay area."
860,It’s time to get real. Controversy over MMoCA’s Chroma event points out systemic issues with the way artists are compensated. Jenie Gao shares an insider’s perspective.
861,"'Relativity,' performed by Vermont Stage, is built around the biographical tidbit that Albert Einstein and his first wife had a daughter in 1902 but never publicly acknowledged her. The play imagines an encounter between the physicist and a reporter who knows about the daughter."
862,Advice columnist E. Jean Carroll accused Donald Trump last summer of raping her in a Manhattan luxury department store dressing room in the mid-1990s.
863,UN agency declares global emergency over virus from China
864,One Dominican-American chef is making sure everyone gets fed during the Super Bowl.
865,"Wyclef Jean will perform Fugees and solo songs — as well as songs he produced for Santana, Whitney Houston and others — with orchestral backing on Feb. 8 at Dayton's Schuster Center"
866,"Often the selected artists are on a kind of streak, investigating a subject or technique that becomes more fully fleshed out in the “Selections” show."
867,"“Unidentified male DNA on the dress could prove that Donald Trump not only knows who I am, but also that he violently assaulted me in a dressing room at Bergdorf Goodman and then defamed me by lying about it and impugning my character,” Carroll said."
868,Monterey Peninsula Unified School District is suing the vaping company over the time and money lost to fighting use among youth.
869,"Cutest Couple Contest: Submit your photos for a chance to win big prizes -- including a night at the Boston Harbor Hotel, $300 gift card to Legal Sea Foods http://bhne.ws/lFFGPFy"
870,Kidstock! — the eighth annual arts celebration for kids — is 9:30 a.m. to 3:30 p.m. Feb. 1 at the Edmonds Center for the Arts.
871,Currently the district doesn't have staff members who can provide professional mental health therapy.
872,"Give a gift that gives back this Valentine's Day! Shop the For A Cause Collection at Jams World. International shipping available. VIEW COLLECTION: https://hsalinks.com/2GzPfjI #jams_world, #surflinehawaii"
873,New associate director Shannon Latimer will discuss what's up with the Church Street District's efforts west of I-4.
874,"A high-profile proposal to address California’s housing crisis by compelling cities to build more homes failed to pass the Senate on Wednesday, but lawmakers left the bill’s author one more chance to pass the measure. https://sfex.news/2GE00l6?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com"
875,"To date, China has reported more than 7,800 cases of the coronavirus, including 170 deaths. Eighteen other countries have since reported cases, as scientists race to understand how exactly the virus is spreading and how severe it is."
876,"The latest Oak Cliff spot from chef Honorio García, El Oaxaqueño, is a shrine to the food, art and culture of his birthplace."
877,"After numerous changes and multiple rounds of community input, the Central Valley School District board of directors approved new high school attendance boundaries earlier this month. The change was necessary because of the construction of a third high school, Ridgeline, expected to be complete in 2021."
878,"Events mark “the importance of the urgent need for social justice, and the fundamental importance of the freedom of expression."""
879,"Once again, Tom Derry and his band of merry groundskeepers pay tribute to the Great Bambino with a birthday bash of Ruthian proportions."
880,Preliminary numbers released Thursday showed that hunters killed a record 750 black bears in Vermont last year.
881,"Psychotherapist Philip Chard talks about the compelling dream many of us live for, the script shapes our decisions and focuses our energy, and which can be lost."
882,A man is accused of posting online that he would shoot cops during Mardi Gras.
883,It just gets worse for the Sharks.
884,A sold-out crowd waited in line to witness Atlanta duo EarthGang’s return to Austin.
885,Animal shelters across the state seek to become no-kill shelters by 2025. Common Bonds Oklahoma OKC Animal Welfare
886,Another west-northwest swell has prompted weather officials to extend a high surf advisory for most islands as an approaching cold front threatens to dampen the weekend. #HIwx
887,Work on all three projects is expected to begin March 1.
888,"A Durango couple were driving on U.S. Highway 550 between Silverton and Ouray when a slab of ice came loose, hitting their Toyota SUV."
889,"Michael Nelson Snyder, 28, was arrested Saturday at his home in the New Tampa area after federal investigators linked him to the brazen morning robberies of a Zales store at University Mall and a Helzberg Diamonds store at Tampa Premium Outlets."
890,"In a time when political parties can agree on very little, there seems to be a Colorado consensus on hemp regulations."
891,"Two vehicles crashed into different power poles about half a block away from each other on West Esplanade. One driver died on the scene, police say."
892,Peter Kakos: A message
893,'Face of Recovery' : New documentary coming to Rutland next week
894,Here's your weekly round-up of adoptable good boys and girls.
895,"Michael Kessler, 21, told authorities he used the replica gun and a mask to record a Snapchat video near the school, the Marin County Sheriff’s Office said."
896,🏀 The Gonzaga women are shooting for one of the best seasons in program history partly because their aim has been so darn good this year. The fun continues tonight against San Diego in the Kennel.
897,#BREAKING The U.N. health agency defines an international emergency as an “extraordinary event” that constitutes a risk to other countries and requires a coordinated international response. #coronavirus
898,The Jefferson Transit Authority is seeking a balance between the frequency of bus stops at high-traffic areas and the service coverage in rural areas. The agency had a public open house Wednesday at the Cotton Building in downtown Port Townsend. About 25 people attended a noon presentation. #JeffersonCounty #JeffCoNews #PortTownsend
899,"Thank you, Kylo Ren, for finally ending every argument about tipping we've ever had. The answer is SO SIMPLE!"
900,"Arts editor Jim Lowe previews a busy Vermont Arts section and George Nostrand sits down with celebrity DJ, Uncle Dave."
901,"Jennifer Lopez hit our photographer Jose with a football at a Super Bowl press conference today. He's OK, and he got the shot! FULL STORY: https://bayareane.ws/319nbgy"
902,"Arts editor Jim Lowe previews a busy Vermont Arts section and George Nostrand sits down with celebrity DJ, Uncle Dave."
903,"“Unidentified male DNA on the dress could prove that Donald Trump not only knows who I am, but also that he violently assaulted me in a dressing room at Bergdorf Goodman and then defamed me by lying about it and impugning my character,” Carroll said."
904,"Jennifer Lopez hit our photographer Jose with a football at a Super Bowl press conference today. He's OK, and he got the shot! FULL STORY: https://bayareane.ws/319nbgy"
905,Editorial: The slow progress of East-West rail
906,Gail Stahlberg: Lots of love for the Trees of Love
907,Ralph J Dolan: Schiff is a hero
908,"Rich Winnick: During slow times, adjust time waiting at traffic lights?"
909,Irene Lamson: Jesus welcomed all
910,Kathy Mortimer: Sad to hear about closings in Williamsburg
911,Alan Scheinman: ‘Business’ should not be a negative word
912,"Disney parks have only ever closed ahead of weather-related issues, or in response to the terrorist attacks on Sept. 11, 2001."
913,"“I’ll be participating in the combine, but my main goal is not to win the 40, not win the bench press, but to win my medical.”"
914,"""It's hard for me to imagine that it wouldn't be a goal of everybody that our criminal justice system treats everyone equally. That seems so fundamental to our society and our Constitution."""
915,"""I can’t imagine how different things would have been for me, my daughter, and my mom if we hadn’t been evicted so cruelly. My mom might still be alive. My daughter certainly would still be with me."""
916,"The UW Huskies open their softball season next week seeking the national championship, and Sami Reynolds, a Snohomish High School grad in just her second year, is already a central figure in those efforts."
917,"Tonight they're serving up tailgating-inspired foods like Bavarian pretzels with Budweiser-infused pub cheese, Budweiser beer-cheese soup and a build-your-own nacho bar."
918,"""It was completely surreal,"" said Andrew Brown, who is a mechanic at Motor Coach International in Des Plaines, of his recent Grammy Awards win. ""I never thought something I worked on in 2014 would be released in 2019 and then nominated, let alone to win. I was just happy to be there."" Hear Andrew's amazing voice in the video on our story. 🎵🎶🎵"
919,"After the woman pulled out a gun in self-defense, the teens fled — totaling their car in the process."
920,"'The Turning' is far from the first film version of 'The Turn of the Screw,' but it could well be the worst."
921,"The victim, in her 20s, was taken to the hospital with a gunshot wound to the stomach."
922,"Usually, blues artists sit in on the masters. But for Corky Siegel, the masters sat in on him."
923,Have you visited the Super Bowl Experience?
924,All week long it'll be $2 tacos.
925,"The race takes place from 9:30 a.m.-noon on Sunday. The route begins and ends at Dotham Brook School, located at 2300 Christian St., in Wilder."
926,Today's front page.
927,"""Preventing something like this boy's suicide is why Neuro is here and why we became a nonprofit,"" Brelje said. ""We try to get families in and get them supported, and we worry about payment later."""
928,"Open enrollment for Covered California ends Friday (Jan. 31) at midnight. There are two important things that state residents should know, Executive Director Peter V. Lee told the CN&R: First, more people are eligible to receive state funds to pay for health insurance than have been in the past; and second, there will be a penalty for those without insurance and the means to afford it."
929,"MotorKam has made a name for himself by blending funk, ghettotech, and boom-bap for a sound that's all his own."
930,"Caldwell was in Washington, D.C., last week on a trip that included a sit-down meeting with top officials in the Federal Transit Administration, and he returned to Honolulu to draft a letter urging the rail authority board to “better understand and monitor” some critical issues."
931,The oldest mammal at the zoo is getting a birthday party fit for a gorilla.
932,"Freedom of expression, darkness and light, dance and paint: They’re all ingredients for an experiment opening this weekend in downtown #PortTownsend. “Visions in Motion 2020,” a multimedia production, starts with a visual art display — free to the public — in the Key City Public Theatre lobby at 419 Washington St. The art-curious can visit during Port Townsend’s first Saturday gallery walk from 5 p.m. to 8 p.m.; then they can choose to go further. #JeffersonCounty #JeffCoNews"
933,"'It’s something for the younger generation to be appreciative of, the fact that we can walk into pretty much anywhere we want to eat.' Lunch at Smokey John's Bar-B-Que serves a shoebox full of history."
934,Six Flags anticipates it will relocate its headquarters from Grand Prairie to the new offices in the first half of 2020.
935,"After then-Gov. Rick Scott gave $288,000 to Planet Hollywood for job creation, the restaurant chain changed its mind."
936,"From Ian McNulty: With so many trends and concepts now cooked up elsewhere, it feels more important than ever that meaningful local names make a stand."
937,"The former owners of a Gresham bakery, who refused to make a wedding cake for a same-sex couple, are back in court"
938,"The psychiatric patient who fled a Pendleton facility was arrested in Pasadena, California, on Tuesday night, Pendleton Police Chief Stuart Roberts confirmed Wednesday."
939,"""We are sad to announce that the owner of the building where Armando’s is located has served a 30-day eviction notice,"" the popular live music club announced."
940,The World Health Organization declared the outbreak sparked by a new virus in China that has been exported to more than a dozen countries as a global emergency Thursday after the number of cases spiked tenfold in a week.
941,Councilmember Allen W. Warren is facing a challenge from Ramona Landeros for City Council in District 2.
942,"WRESTLING: The ""Let’s get fired up"" chant by the Port Angeles cheerleaders was timed perfectly. The Roughrider wrestling team had dropped the first two contested matches of Wednesday’s senior night match against a talented Bremerton team and was in need of a spark. #ClallamCounty #PortAngeles #PortAngelesWA Port Angeles High School"
943,"🌴😎🏈 LIVE FROM MIAMI: Join us tomorrow at noon PT for a Super Bowl LIV preview Facebook Live on our 49er's page. Our reporters Cam Inman, Kerry Crowley and columnist Dieter Kurtenbach will discuss what to watch for in the game, the latest news on the 49ers and more. Submit your questions by asking them in the comments below. 👇"
944,"The plan calls for four phases of development, starting this year and running through 2031. Between now and 2022, it includes building a 900-car parking structure near City Hall and another 450-car structure near the train station. In the ensuing years, the development team would construct a new city hall, sell the transit property to developers for housing and sell the city permit center property to develop a hotel, with another hotel planned for the former site of the Salinas Transit Center. By 2031, the team would move the old library to a new site, demolish the old building and sell it for development of parking, a mixed-use building and new apartments."
945,"The restaurant will feature steaks — including rib-eye, T-bone and filet — aged six or seven weeks, as well as seafood, at prices more moderate than the upscale Signature."
946,Think you know Austin signage? We've taken photos of a few local institutions with notable logos and given you just a detail. See the entire quiz and answers: https://bit.ly/315HFa2
947,"The reward for information related to tech entrepreneur Tushar Atre’s kidnapping and death has been raised to $200,000."
948,Orlando Poetry Slam brings four-time world champion Ed Mabrey to Milk Bar Thursday night.
949,The head of UC Davis’ brewing program will give a talk at a City College fundraiser as part of Beer Week. https://sfwk.ly/2Oau8c5?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com
950,"""Sofiane Sylve and Carlo Di Lanno were pretty in David Dawson’s 2016 Swan Lake made for Scottish Ballet; however, it dragged, and didn’t look as though the choreographer completely succeeded in his attempt to update a classic while maintaining its spirit."" https://sfex.news/2NChSkl?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com"
951,"Oahu resident Joshua Swiger, wearing an aloha shirt, on Wednesday became the first from Hawaii since 2007 to win at “Jeopardy!” He will be back on the show this afternoon at 4:30 on KGMB."
